,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,brand,brand:wikidata,brand:wikipedia,cuisine,drive_through,name,outdoor_seating,takeaway,wheelchair,latitude,longitude,id,created_by,FIXME,phone,website,addr:country,start_date,toilets:wheelchair,contact:email,contact:fax,contact:phone,contact:website,opening_hours,operator,addr:state,fixme,internet_access,capacity,email,alt_name,shop,description,wpt_symbol,source,addr:suburb,contact:mobile,delivery,smoking,official_name,payment:credit_cards,food,internet_access:fee,internet_access:ssid,contact:facebook,contact:twitter,diet:vegetarian,name:en,entrance,int_name,wifi,address:number,url,addr:housename,brand:website,ele,note,brewery,old_name,name:pt,phone_1,diet:vegan,self_service,air_conditioning,reservation,access,drinking_water,fee,toilets:disposal,toilets:position,opening_hours:covid19,atm,contact:instagram,short_name,name:ja,wheelchair:description,survey:date,wikidata,drive_in,organic,level,min_age,building,contact:soundcloud,contact:youtube,height,addr,tourism,name:nl,amenity_1,mapillary,name:ko,name:fr,diet:gluten_free,addr:full,is_in,source:date,payment:cheque,contact:whatsapp,addr:unit,fax,payment:debit_cards,location,wikipedia,addr:district,name:zh,drink:beer,payment:cash,payment:maestro,payment:mastercard,payment:visa,payment:visa_debit,payment:visa_electron,diet:raw,operator:wikidata,payment:cards,payment:coins,lgbtq,store,name:es,ref,microbrewery,sport,delivery:covid19,bar,diet:meat,drink:wine,covered,name:ru,diet:lactose_free,departures_board,shelter,addr:province
339,,,,,fast_food,,,,,,,,,,-23.5432185,-46.5586624,2344675185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,fast_food,,,,,,,,,,-23.5481609,-46.5684632,2344676978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,bar,,,,,,Padroeiro,,,,-23.5481707,-46.5685705,2344676979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,bar,,,,,,,,,,-23.5481218,-46.5682913,2344677032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,São paulo,261,03308-000,Avenida Azevedo,restaurant,,,,pizza;portuguese,,La Tivoli,,,,-23.5415368,-46.5708241,2344680465,,,+55 11 2092-4335,http://lativoli.com.br/,,,,,,,,Mo-Fr 18:00 -23:00; Sa 12:00-00:30; Su 12:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,restaurant,,,,,,,,,,-23.5439277,-46.5642189,2344680973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,restaurant,,,,indian,,Esfiha Chic,,,,-23.5031829,-46.6254428,2355070895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,restaurant,,,,chinese,,Lig Lig,,,,-23.5022827,-46.6305363,2355070899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,fast_food,,,,burger,,McDonnald's,,,,-23.5030231,-46.6253087,2355070902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,São Paulo,1422,01304-001,Rua Augusta,restaurant,,,,indian,,Madhu,,,,-23.5561062,-46.6581768,2356661316,,,,http://www.madhurestaurante.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,São Paulo,1236,01304-001,Rua Augusta,fast_food,,,,regional,,Ibotirama,yes,,,-23.5548960,-46.6568895,2360726173,,,,http://www.ibotiramabar.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,São Paulo,1338,05582-001,Avenida Corifeu de Azevedo Marques,restaurant,,,,,,Casa do Norte,,,,-23.5740017,-46.7269669,2375700945,,,,,BR,,,,,+55 11 3722-1585,,,,São Paulo,,,,,Cantinho do Martinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,São Paulo,1340,05416-001,Rua Fradique Coutinho,cafe,,,,coffee_shop,,Coffee Lab,yes,,,-23.5560369,-46.6914050,2380731344,,,+55 11 3375-7400,http://www.coffeelab.com.br,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,São Paulo,354,,Rua Doutor Luís Barreto,restaurant,,,,pizza,,Pizzaria Ruberto's,,,,-23.5574680,-46.6474190,2419408204,,,,https://www.pizzariarubertos.com/,BR,,,,,+55 11 3263-0182,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,restaurant,,,,,,Consulado de Moema,,,,-23.6040659,-46.6593843,2421036947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,restaurant,,,,,,Euro Lanches,,,,-23.6038937,-46.6592412,2421036955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,170,,Avenida Moema,cafe,Fran's Café,Q62075645,,coffee_shop,,Fran's Café,,yes,,-23.6044460,-46.6589192,2421036957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.franscafe.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,restaurant,,,,,,Galeteria Moema,,,,-23.6045376,-46.6571388,2421036958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,restaurant,,,,,,La Cabaña,,,,-23.6046011,-46.6586969,2421036964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,restaurant,,,,,,Os Gaúchos,,,,-23.6046793,-46.6587721,2421036968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,restaurant,,,,,,Princesa de Moema,,,,-23.6037504,-46.6593743,2421036972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,restaurant,,,,,,Vitória Régia,,,,-23.6047153,-46.6584930,2421036975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,restaurant,,,,,,,,,,-23.6062085,-46.6583994,2421037091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,São Paulo,687,04138-002,Rua Caramuru,fast_food,,,,,,Veneza Lanchonete,,,,-23.6101732,-46.6368689,2421037123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,576,,Alameda dos Nhambiquaras,restaurant,,,,pizza,,1900 Pizzeria,,,,-23.6048594,-46.6570942,2421037131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,restaurant,,,,,,,,,,-23.5787238,-46.6084539,2424531875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,bar,,,,,,,,,,-23.4499051,-46.7352042,2427984113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,restaurant,,,,,,,,,,-23.4837732,-46.8590124,2428025832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,bar,,,,,,,,,,-23.4838618,-46.8591089,2428025835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,cafe,,,,,,,,,,-23.4838716,-46.8593879,2428026016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,fast_food,,,,,,,,,,-23.4569384,-46.7663482,2428099415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,fast_food,McDonald's,Q38076,en:McDonald's,burger,,McDonald's,,yes,,-23.5284532,-46.7024611,2428171364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,cafe,,,,,,SESC Pompeia,,,,-23.5256210,-46.6832605,2428249229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,restaurant,,,,,,SESC Pompeia,,,,-23.5257390,-46.6832179,2428249759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Sao Paulo,403,01409-001,Rua Peixoto Gomide,restaurant,,,,pizza,,Casella,,,,-23.5574421,-46.6553731,2430087257,,,+55 11 3259-0242,https://pizzariacasella.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizzaria Casena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,"Km, 6",07600-000,Estrada da Roseira,bar,,,,,,Bar do Pedrão,,,,-23.3657383,-46.6158612,2437630211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,restaurant,,,,,,Bartheu,,,,-23.3209840,-46.5952414,2460841919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,São Paulo,419,04625-022,Rua Padre Leonardo,restaurant,,,,regional,,Picanha Grill Churrascaria,,,yes,-23.6295979,-46.6669438,2464573199,,,+55 11 5034-7383,,,,,,,,,,,,,,,,,,,,http://www.saopauloaqui.com.br/1/10183/churrascarias/picanha-grill.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,43,04620-020,Rua Sônia Ribeiro,restaurant,,,,fish,,Bar do Peixe,,,,-23.6263026,-46.6697338,2465787146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,restaurant,,,,,,Frangaria,,,,-23.6906333,-46.7086220,2478899457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,São Paulo,807,01545-001,Rua Coronel Diogo,bar,,,,,,Bartataria da Vovó,,,,-23.5781452,-46.6199989,2480793003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,São Paulo,750,,Avenida Cotovia,restaurant,,,,regional,,Bar do Ceará,,,,-23.6084184,-46.6691670,2496725933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avenida Cotovia, 750",,0,Prato Feito e Comercial 100% firmeza! Aberto todos os dias da semana.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,São Paulo,1549,05013-001,Rua Cardoso de Almeida,restaurant,,,,arab,,Habib's,,,,-23.5434518,-46.6726409,2498759214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,Rua Cardoso de Almeida,bar,,,,,,Padoca,,,,-23.5426562,-46.6722359,2498779625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,cafe,,,,natalina,,Loja de Fábrica Bauducco,,,,-23.5782645,-46.7417196,2498784998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rua Moacir Miguel da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,São Paulo,1526,01304-001,Rua Augusta,restaurant,,,,Pastéis,,Pastel da Augusta,,,,-23.5568061,-46.6589269,2505504134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,3304,,Avenida Doutor Ricardo Jafet,fast_food,,,,burger,,X-Burger,,,,-23.6034739,-46.6258471,2527836461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,São Paulo,897,,Alameda dos Nhambiquaras,restaurant,,,,,,DIB,,,,-23.6069887,-46.6591651,2529206412,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,São Paulo,311,04141-100,Rua Bertioga,restaurant,,,,japanese,,Kusuki,,only,,-23.6108983,-46.6342709,2532735213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,1140,,Rua Caraíbas,restaurant,,,,"arabe,regional",,Kafegala,,,,-23.5368304,-46.6857490,2541351283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,99,,Rua Bruxelas,restaurant,,,,japanese,,Matsuya,,,,-23.5426946,-46.6824589,2541353571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,São Paulo,163,05443-010,Rua Delfina,bar,,,,,,SubAstor,,,,-23.5540368,-46.6942699,2558589778,,,,,,,,,,+55 11 3815-1364,https://subastor.com.br,Tu-Th 19:30-02:00; Fr-Sa 19:30-03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,São Bernardo do Campo,373,09890-002,Avenida Álvaro Guimarães,fast_food,,,,sandwich,no,Sublanches,,yes,yes,-23.6939177,-46.5679823,2573473989,,,,,BR,,,,,,,Mo-Su 10:00-22:00,,,,,,,,,,,,Planalto,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,São Paulo,1499 L2,01311-200,Avenida Paulista,cafe,Starbucks,Q37158,en:Starbucks,coffee_shop,,Starbucks,,yes,,-23.5622910,-46.6557866,2576273169,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,cafe,,,,ice_cream,,Fredisimo,,,,-23.6066861,-46.6560009,2577768703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,são paulo,184,03022-070,Rua Bernardo Saião,restaurant,,,,regional,,Barão Lanches e Almoço,,,,-23.5260215,-46.6030986,2581756826,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,Barão Lanches,,,Acesso a internet WI-FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,São Paulo,3902,01142-300,Avenida Condessa Elisabeth de Robiano,restaurant,,,,Churrascaria,,Boizão Grill,,,,-23.5241345,-46.6030871,2584179119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,São Paulo,878,03021-000,Rua Catumbi,restaurant,,,,regional,,Restaurante Princesa Catumbi,,,,-23.5307118,-46.6019879,2584190487,,,,,,,,,,,,07:00-22:00,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,São Paulo,1531,04045-002,Avenida Jabaquara,fast_food,,,,,,Rei do Mate,,,,-23.6177661,-46.6388713,2589636858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,São Paulo,92,03032-010,Rua Camomil,restaurant,,,,regional,,Bar do Zuza,,,,-23.5303921,-46.6221553,2601187982,,,,,,,,,,,,Mo-Fr 06:00-21:00; Sa 09:00-14:30,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,São Paulo,172,03022-070,Rua Bernardo Saião,restaurant,,,,regional,,Restaurante Self Service,,,,-23.5260853,-46.6030684,2603626468,,,,,,,,,,,,,,,,,50,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,São Paulo,597,03033-000,Rua Canindé,bar,,,,,,Bar e Restaurante do Pescoço,,,,-23.5292969,-46.6228766,2603732933,,,,,,,,,,,,Mo-Su 05:30-00:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,São Paulo,275,03032-030,Rua Carnot,bar,,,,,,Bar Carnot,,,,-23.5323506,-46.6227148,2604087648,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,700,,Rua Pedra Azul,restaurant,,,,pizza,,Carrieri Pizza Pub,,,,-23.5788647,-46.6292693,2610217600,,,+55 11 2528-1010,http://carrieripizzapub.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,356,,Rua Brás Cubas,bar,,,,,,Espetinhos Aclimação,,,,-23.5766642,-46.6310796,2610217608,,,+55 11 5579-9187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,379,,Rua Brás Cubas,bar,,,,,,Esquina do Espeto,,,,-23.5767531,-46.6307881,2610217614,,,+55 11 5083-2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Guarulhos,33,,Avenida Vênus,fast_food,,,,,,Lanchonete Vênus,,,,-23.4884997,-46.5539673,2612313334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Guarulhos,83,,Rua Visconde de Cairú,pub,,,,,,,,,,-23.5014047,-46.5577375,2612512448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,São Paulo,193,03021-040,Rua Jequitinhonha,restaurant,,,,,,,,,,-23.5305373,-46.6002778,2613633000,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,São Paulo,277,01309-030,Rua Fernando de Albuquerque,restaurant,,,,thai,,Mestiço,,,,-23.5531862,-46.6587997,2614268915,,,+55 11 3256-3165,http://www.mestico.com.br/,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,São Paulo,267,01309-030,Rua Fernando de Albuquerque,restaurant,,,,french,,La Tartine,,,,-23.5532729,-46.6586963,2614274580,,,+55 11 3259-2090,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
